executive_order_number,title,signing_date,publication_date,citation,html_url,pdf_url,document_number,dispute_found,dispute_count,case_closed,case_closed_count,title_french,key_facts_french,category_french
14238,Continuing the Reduction of the Federal Bureaucracy,2025-03-14,2025-03-20,90 FR 13043,https://www.federalregister.gov/documents/2025/03/20/2025-04868/continuing-the-reduction-of-the-federal-bureaucracy,https://www.govinfo.gov/content/pkg/FR-2025-03-20/pdf/2025-04868.pdf,2025-04868,yes,3,no,0,Poursuivre la réduction de la bureaucratie fédérale,"L'ordre exécutif continue la réduction des éléments de la bureaucratie fédérale que le Président a jugés inutiles.
Les composants et fonctions non statutaires de certaines entités gouvernementales seront éliminés dans la mesure du possible, et ces entités réduiront leurs fonctions statutaires et le personnel associé au minimum requis par la loi.
Dans l'examen des demandes de budget soumises par les entités gouvernementales, le Directeur du Bureau de la gestion et du budget ou le chef de tout département ou agence exécutif chargé de l'examen des demandes de subvention par ces entités rejettera les demandes de financement pour ces entités gouvernementales dans la mesure où elles sont incompatibles avec cet ordre.",Etat fédéral
14239,Achieving Efficiency Through State and Local Preparedness,2025-03-18,2025-03-21,90 FR 13267,https://www.federalregister.gov/documents/2025/03/21/2025-04973/achieving-efficiency-through-state-and-local-preparedness,https://www.govinfo.gov/content/pkg/FR-2025-03-21/pdf/2025-04973.pdf,2025-04973,no,0,no,0,Atteindre l'efficacité par la préparation des États et des collectivités locales,"""Cet ordre exécutif vise à renforcer la résilience nationale en conférant plus de pouvoir aux gouvernements locaux et aux individus pour la préparation et la gestion des infrastructures.""
""Une Stratégie Nationale de Résilience sera publiée, définissant les priorités pour renforcer la résilience de la nation, et sera révisée au moins tous les quatre ans.""
""Un Registre National des Risques sera développé pour identifier et quantifier les risques naturels et malveillants pour notre infrastructure nationale, et sera révisé au moins tous les quatre ans.""",Etat fédéral
14240,Eliminating Waste and Saving Taxpayer Dollars by Consolidating Procurement,2025-03-20,2025-03-25 00:00:00,90 FR 13671,https://www.federalregister.gov/documents/2025/03/25/2025-05197/eliminating-waste-and-saving-taxpayer-dollars-by-consolidating-procurement,https://www.govinfo.gov/content/pkg/FR-2025-03-25/pdf/2025-05197.pdf,2025-05197,no,0,no,0,Élimination des déchets et économie des dollars des contribuables par la consolidation des achats,"Le gouvernement fédéral envisage de consolider les achats domestiques de biens et services courants au sein de l'Administration des services généraux.
L'objectif de cette consolidation est d'éliminer les déchets et les doublons, permettant ainsi aux agences de se concentrer sur leur mission principale de fournir les meilleurs services possibles au peuple américain.
L'Administrateur des services généraux sera désigné comme l'agent exécutif pour tous les contrats d'acquisition gouvernementaux pour la technologie de l'information.",Economie
14241,Immediate Measures To Increase American Mineral Production,2025-03-20,2025-03-25 00:00:00,90 FR 13673,https://www.federalregister.gov/documents/2025/03/25/2025-05212/immediate-measures-to-increase-american-mineral-production,https://www.govinfo.gov/content/pkg/FR-2025-03-25/pdf/2025-05212.pdf,2025-05212,no,0,no,0,Mesures immédiates pour augmenter la production de minéraux américaine,"L'ordre exécutif vise à faciliter la production de minéraux domestiques aux États-Unis dans le but de réduire la dépendance envers les puissances étrangères.
Le texte définit la ""production de minéraux"" comme l'extraction, le traitement, le raffinage et la fusion des minéraux, ainsi que la production de minéraux critiques transformés et d'autres produits dérivés.
Les agences gouvernementales sont chargées d'identifier les projets prioritaires pouvant être immédiatement approuvés ou pour lesquels des permis peuvent être immédiatement délivrés, et de prendre toutes les mesures nécessaires pour accélérer et délivrer les permis ou approbations pertinents.",Economie
14242,"Improving Education Outcomes by Empowering Parents, States, and Communities",2025-03-20,2025-03-25 00:00:00,90 FR 13679,https://www.federalregister.gov/documents/2025/03/25/2025-05213/improving-education-outcomes-by-empowering-parents-states-and-communities,https://www.govinfo.gov/content/pkg/FR-2025-03-25/pdf/2025-05213.pdf,2025-05213,no,0,no,0,"Améliorer les résultats éducatifs en responsabilisant les parents, les États et les communautés","La fermeture du Département de l'Éducation est envisagée pour permettre aux enfants et à leurs familles d'échapper à un système qui les échoue.
Le Département de l'Éducation est chargé de gérer un portefeuille de dettes étudiantes de plus de 1,6 billion de dollars, une fonction qui devrait être renvoyée à une entité mieux équipée pour servir les étudiants américains.
L'ordre exécutif prévoit le retour des principales fonctions du Département de l'Éducation aux États, afin de faciliter la fermeture du département et de renvoyer l'autorité sur l'éducation aux États et aux communautés locales.",Education
14243,"Stopping Waste, Fraud, and Abuse by Eliminating Information Silos",2025-03-20,2025-03-25 00:00:00,90 FR 13681,https://www.federalregister.gov/documents/2025/03/25/2025-05214/stopping-waste-fraud-and-abuse-by-eliminating-information-silos,https://www.govinfo.gov/content/pkg/FR-2025-03-25/pdf/2025-05214.pdf,2025-05214,no,0,no,0,"Arrêter le gaspillage, la fraude et les abus en éliminant les silos d'information","L'ordre exécutif vise à éliminer les obstacles inutiles à l'accès des employés fédéraux aux données gouvernementales et à promouvoir le partage de données entre agences.
Les chefs d'agence doivent prendre toutes les mesures nécessaires pour garantir un accès complet et rapide à tous les dossiers, données, systèmes logiciels et systèmes d'information technologique non classifiés de l'agence.
Les chefs d'agence doivent, dans la mesure du possible, abroger ou modifier toutes les directives de l'agence qui font obstacle au partage d'informations non classifiées entre agences ou au sein des agences.",Etat fédéral
14244,Addressing Remedial Action by Paul Weiss,2025-03-21,2025-03-26 00:00:00,90 FR 13685,https://www.federalregister.gov/documents/2025/03/26/2025-05291/addressing-remedial-action-by-paul-weiss,https://www.govinfo.gov/content/pkg/FR-2025-03-26/pdf/2025-05291.pdf,2025-05291,no,0,no,0,Concernant l'Action Corrective par Paul Weiss,"Le cabinet d'avocats Paul, Weiss, Rifkind, Wharton & Garrison LLP (Paul Weiss) s'engage à adopter une politique de neutralité politique en matière de sélection de clients et de recrutement d'avocats.
Paul Weiss s'engage à consacrer l'équivalent de 40 millions de dollars en services juridiques pro bono pendant mon mandat pour soutenir des causes telles que l'aide aux anciens combattants de notre nation, l'équité dans le système judiciaire et la lutte contre l'antisémitisme.
L'ordre exécutif 14237 du 14 mars 2025 (Addressing Risks from Paul Weiss) est révoqué.",Autres
14245,Imposing Tariffs on Countries Importing Venezuelan Oil,2025-03-24,2025-03-27 00:00:00,90 FR 13829,https://www.federalregister.gov/documents/2025/03/27/2025-05440/imposing-tariffs-on-countries-importing-venezuelan-oil,https://www.govinfo.gov/content/pkg/FR-2025-03-27/pdf/2025-05440.pdf,2025-05440,no,0,no,0,Imposition de tarifs douaniers sur les pays important du pétrole vénézuélien,"Le président américain a déclaré que le régime de Nicolás Maduro au Venezuela continue de représenter une menace inhabituelle et extraordinaire pour la sécurité nationale et la politique étrangère des États-Unis.
Une taxe de 25% peut être imposée sur toutes les marchandises importées aux États-Unis en provenance de tout pays qui importe du pétrole vénézuélien, directement ou indirectement, à partir du 2 avril 2025.
Le secrétaire d'État est autorisé à déterminer si la taxe de 25% sera imposée sur les marchandises en provenance de tout pays qui importe du pétrole vénézuélien, directement ou indirectement, à partir du 2 avril 2025.",Economie
14246,Addressing Risks From Jenner & Block,2025-03-25,2025-03-28 00:00:00,90 FR 13997,https://www.federalregister.gov/documents/2025/03/28/2025-05519/addressing-risks-from-jenner-and-block,https://www.govinfo.gov/content/pkg/FR-2025-03-28/pdf/2025-05519.pdf,2025-05519,no,0,no,0,Concernant les risques liés à Jenner & Block,"L'administration s'engage à adresser les risques significatifs associés aux cabinets d'avocats, en particulier les ""grands"" cabinets, qui se livrent à des activités préjudiciables aux intérêts américains.
Le procureur général, le directeur du renseignement national et tous les autres chefs de départements et agences exécutifs pertinents doivent immédiatement prendre des mesures pour suspendre les habilitations de sécurité actives détenues par des individus chez Jenner en attendant une révision.
Pour prévenir le transfert de dollars des contribuables à des entrepreneurs fédéraux dont les gains subventionnent, entre autres, des activités qui ne sont pas alignées avec les intérêts américains, les agences de passation de marchés gouvernementales doivent exiger que les entrepreneurs du gouvernement divulguent toute affaire qu'ils font avec Jenner.",Sécurité nationale
14247,Modernizing Payments To and From America's Bank Account,2025-03-25,2025-03-28 00:00:00,90 FR 14001,https://www.federalregister.gov/documents/2025/03/28/2025-05522/modernizing-payments-to-and-from-americas-bank-account,https://www.govinfo.gov/content/pkg/FR-2025-03-28/pdf/2025-05522.pdf,2025-05522,no,0,no,0,Modernisation des paiements vers et depuis le compte bancaire de l'Amérique,"L'ordre exécutif mandate la transition vers les paiements électroniques pour tous les décaissements et recettes fédéraux, en numérisant les paiements dans la mesure permise par la loi applicable.
À compter du 30 septembre 2025, le Secrétaire au Trésor cessera d'émettre des chèques papier pour tous les décaissements fédéraux, y compris les paiements intragouvernementaux, les paiements de prestations, les paiements aux fournisseurs et les remboursements d'impôts.
Le Secrétaire au Trésor soutiendra la transition des agences vers les méthodes de paiement numériques, en fournissant un accès aux systèmes de paiement centralisés du Département du Trésor pour les dépôts directs, les paiements par carte de débit et de crédit, les portefeuilles numériques et les systèmes de paiement en temps réel.",Economie
14248,Preserving and Protecting the Integrity of American Elections,2025-03-25,2025-03-28 00:00:00,90 FR 14005,https://www.federalregister.gov/documents/2025/03/28/2025-05523/preserving-and-protecting-the-integrity-of-american-elections,https://www.govinfo.gov/content/pkg/FR-2025-03-28/pdf/2025-05523.pdf,2025-05523,no,0,no,0,Préserver et protéger l'intégrité des élections américaines,"L'ordre exécutif exige une preuve documentaire de la citoyenneté américaine pour l'inscription des électeurs, en accord avec les lois fédérales sur les élections.
L'Administration mettra en œuvre des mesures pour empêcher les étrangers de participer aux élections fédérales, y compris l'accès au matériel électoral.
L'ordre exécutif stipule que les États qui ne respectent pas les lois fédérales sur les élections, y compris le délai de réception des bulletins de vote, pourraient se voir refuser des fonds fédéraux.",Etat fédéral
14249,"Protecting America's Bank Account Against Fraud, Waste, and Abuse",2025-03-25,2025-03-28 00:00:00,90 FR 14011,https://www.federalregister.gov/documents/2025/03/28/2025-05524/protecting-americas-bank-account-against-fraud-waste-and-abuse,https://www.govinfo.gov/content/pkg/FR-2025-03-28/pdf/2025-05524.pdf,2025-05524,no,0,no,0,"Protéger le compte bancaire de l'Amérique contre la fraude, le gaspillage et les abus","""Cet ordre exécutif vise à promouvoir l'intégrité financière et l'efficacité opérationnelle en permettant au Département du Trésor de mener plus facilement des contrôles de paiements incorrects et de prévention de la fraude avant de débourser des fonds au nom des agences.""
""L'ordre augmente la transparence et la responsabilité en exigeant que les agences fournissent au Département du Trésor les informations nécessaires pour suivre les transactions à travers le Fonds général en plus grand détail.""
""L'ordre exécutif favorise également l'efficacité opérationnelle en renvoyant les fonctions de décaissement au Département du Trésor lorsque cela est possible et en consolidant et en normalisant les systèmes financiers fédéraux de base.""",Economie
14250,Addressing Risks From WilmerHale,2025-03-27,2025-04-03 00:00:00,90 FR 14549,https://www.federalregister.gov/documents/2025/04/03/2025-05845/addressing-risks-from-wilmerhale,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05845.pdf,2025-05845,no,0,no,0,Concernant les risques provenant de WilmerHale,"L'administration ordonne la suspension immédiate des habilitations de sécurité détenues par les individus chez WilmerHale, en attente d'une révision de leur conformité avec l'intérêt national.
L'Office de Gestion et Budget doit identifier tous les biens, propriétés, matériaux et services gouvernementaux fournis pour le bénéfice de WilmerHale, et les agences doivent cesser de fournir ces services dans la mesure permise par la loi.
Les agences gouvernementales doivent exiger des entrepreneurs fédéraux qu'ils divulguent toute affaire qu'ils ont avec WilmerHale et si cette affaire est liée au sujet du contrat gouvernemental, dans la mesure permise par la loi.",Sécurité nationale
14251,Exclusions From Federal Labor-Management Relations Programs,2025-03-27,2025-04-03 00:00:00,90 FR 14553,https://www.federalregister.gov/documents/2025/04/03/2025-05836/exclusions-from-federal-labor-management-relations-programs,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05836.pdf,2025-05836,no,0,no,0,Exclusions des programmes de relations travail-gestion fédéraux,"Les agences et subdivisions d'agence mentionnées dans l'ordre exécutif sont déterminées comme ayant pour fonction principale le travail de renseignement, de contre-espionnage, d'enquête ou de sécurité nationale.
L'ordre exécutif modifie l'ordre exécutif 12171 de novembre 1979 en ajoutant de nouvelles exclusions, notamment le Département d'État, le Département de la Défense et le Département du Trésor.
Les secrétaires de la Défense et des Anciens Combattants sont délégués pour émettre des ordres suspendant l'application de certaines sections de l'ordre exécutif 12171, sous réserve de certaines conditions liées à la sécurité nationale.",Sécurité nationale
14252,Making the District of Columbia Safe and Beautiful,2025-03-27,2025-04-03 00:00:00,90 FR 14559,https://www.federalregister.gov/documents/2025/04/03/2025-05837/making-the-district-of-columbia-safe-and-beautiful,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05837.pdf,2025-05837,no,0,no,0,Rendre le district de Columbia sûr et beau,"L'ordre exécutif établit la politique des États-Unis pour rendre le District de Columbia sûr, beau et prospère en prévenant le crime, en punissant les criminels et en protégeant les monuments américains.
Une ""Force de travail pour un D.C. sûr et beau"" est créée pour travailler en étroite collaboration avec les responsables locaux afin de partager des informations, développer des priorités communes et maximiser les ressources pour assurer la sécurité du District de Columbia.
Le Secrétaire de l'Intérieur est chargé de développer et de mettre en œuvre un programme pour embellir, sécuriser et prospérer le District de Columbia, y compris la restauration des monuments publics fédéraux endommagés et l'élimination des graffitis.",Etat fédéral
14253,Restoring Truth and Sanity to American History,2025-03-27,2025-04-03 00:00:00,90 FR 14563,https://www.federalregister.gov/documents/2025/04/03/2025-05838/restoring-truth-and-sanity-to-american-history,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05838.pdf,2025-05838,no,0,no,0,Rétablir la vérité et la raison dans l'histoire américaine,"L'administration actuelle vise à restaurer les sites fédéraux dédiés à l'histoire, y compris les parcs et les musées, en monuments publics solennels et inspirants qui rappellent le patrimoine extraordinaire des Américains.
Le vice-président, en consultation avec l'assistant du président pour la politique intérieure et l'assistant spécial du président, travaillera pour mettre en œuvre les politiques de cet ordre à travers son rôle au sein du conseil d'administration du Smithsonian.
Le secrétaire de l'Intérieur fournira un financement suffisant, selon disponibilité, pour améliorer l'infrastructure du parc historique national de l'Indépendance, qui devrait être achevée pour le 250e anniversaire de la signature de la Déclaration d'indépendance.",Education
14254,Combating Unfair Practices in the Live Entertainment Market,2025-03-31,2025-04-03 00:00:00,90 FR 14699,https://www.federalregister.gov/documents/2025/04/03/2025-05906/combating-unfair-practices-in-the-live-entertainment-market,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05906.pdf,2025-05906,no,0,no,0,Lutte contre les pratiques déloyales sur le marché du spectacle vivant,"L'Administration utilisera toute autorité légale pour réguler les comportements décrits dans la section 1 de cet ordre, notamment dans l'industrie du concert et du divertissement.
La Commission Fédérale du Commerce (FTC) est chargée de faire respecter rigoureusement la loi sur la vente de billets en ligne, et de collaborer avec les procureurs généraux des États pour son application.
La FTC est également chargée de prendre des mesures appropriées pour assurer la transparence des prix à toutes les étapes du processus d'achat de billets, y compris sur le marché secondaire.",Economie
14255,Establishing the United States Investment Accelerator,2025-03-31,2025-04-03 00:00:00,90 FR 14701,https://www.federalregister.gov/documents/2025/04/03/2025-05908/establishing-the-united-states-investment-accelerator,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05908.pdf,2025-05908,no,0,no,0,Établissement de l'Accélérateur d'Investissement des États-Unis,"Le gouvernement américain a pour objectif de moderniser ses processus pour attirer des investissements domestiques et étrangers substantiels et d'assister activement ceux qui construisent aux États-Unis pour le bénéfice de la prospérité économique de la nation.
Un bureau nommé ""United States Investment Accelerator"" sera établi au sein du Département du Commerce pour faciliter et accélérer les investissements supérieurs à 1 milliard de dollars aux États-Unis.
L'Accelerateur d'Investissement sera dirigé par un Directeur Exécutif et sera composé de personnel juridique, transactionnel, opérationnel et de soutien, et sera responsable du Bureau du Programme CHIPS au sein du Département du Commerce.",Economie
14256,Further Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China as Applied to Low-Value Imports,2025-04-02,2025-04-07 00:00:00,90 FR 14899,https://www.federalregister.gov/documents/2025/04/07/2025-06027/further-amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of,https://www.govinfo.gov/content/pkg/FR-2025-04-07/pdf/2025-06027.pdf,2025-06027,no,0,no,0,Amendement supplémentaire aux droits Concernant la chaîne d'approvisionnement en opioïdes synthétiques dans la République populaire de Chine appliqué aux importations de faible valeur,"L'ordre exécutif suspend l'exemption de droits de douane pour les produits de la République populaire de Chine (RPC), y compris ceux de Hong Kong, décrits dans l'ordre exécutif 14195.
Des droits supplémentaires seront perçus sur ces marchandises importées aux taux décrits dans cet ordre.
Le secrétaire à la Sécurité intérieure est chargé de prendre toutes les mesures nécessaires pour mettre en œuvre cet ordre, y compris l'adoption de règles et de réglementations.",Sécurité nationale
14257,Regulating Imports With a Reciprocal Tariff To Rectify Trade Practices That Contribute to Large and Persistent Annual United States Goods Trade Deficits,2025-04-02,2025-04-07 00:00:00,90 FR 15041,https://www.federalregister.gov/documents/2025/04/07/2025-06063/regulating-imports-with-a-reciprocal-tariff-to-rectify-trade-practices-that-contribute-to-large-and,https://www.govinfo.gov/content/pkg/FR-2025-04-07/pdf/2025-06063.pdf,2025-06063,no,0,no,0,Réguler les importations avec un tarif réciproque pour rectifier les pratiques commerciales qui contribuent à de grands déficits commerciaux annuels persistants des biens des États-Unis,"Le président a déclaré une urgence nationale en raison de déficits commerciaux importants et persistants, qui menacent la sécurité nationale et l'économie des États-Unis.
Il a été décidé d'imposer un droit de douane supplémentaire de 10% sur toutes les importations en provenance de tous les partenaires commerciaux, sauf indication contraire.
Le secrétaire au Commerce et le représentant du commerce des États-Unis sont autorisés à prendre toutes les mesures nécessaires pour mettre en œuvre cet ordre, y compris l'augmentation des droits de douane si la situation ne s'améliore pas.",Economie
14258,Extending the TikTok Enforcement Delay,2025-04-04,2025-04-09 00:00:00,90 FR 15209,https://www.federalregister.gov/documents/2025/04/09/2025-06162/extending-the-tiktok-enforcement-delay,https://www.govinfo.gov/content/pkg/FR-2025-04-09/pdf/2025-06162.pdf,2025-06162,no,0,no,0,Prolongation du délai d'application pour TikTok,"Le délai d'application de l'Ordre Exécutif 14166, relatif à l'Acte de Protection des Américains contre les Applications Contrôlées par des Adversaires Étrangers, est prolongé jusqu'au 19 juin 2025.
Durant cette période, le Département de la Justice ne prendra aucune mesure pour appliquer l'Acte ni imposer de pénalités pour non-conformité, y compris pour la distribution, la maintenance ou la mise à jour d'une application contrôlée par un adversaire étranger.
Le Procureur Général est chargé de prendre toutes les mesures appropriées pour émettre des directives écrites pour mettre en œuvre les dispositions de cette section et préserver l'autorité exclusive de l'Exécutif pour faire appliquer l'Acte.",Sécurité nationale
14259,Amendment to Reciprocal Tariffs and Updated Duties as Applied to Low-Value Imports From the People's Republic of China,2025-04-08,2025-04-14 00:00:00,90 FR 15509,https://www.federalregister.gov/documents/2025/04/14/2025-06378/amendment-to-reciprocal-tariffs-and-updated-duties-as-applied-to-low-value-imports-from-the-peoples,https://www.govinfo.gov/content/pkg/FR-2025-04-14/pdf/2025-06378.pdf,2025-06378,no,0,no,0,Modification des tarifs réciproques et mise à jour des droits appliqués aux importations de faible valeur en provenance de la République populaire de Chine,"Le président a ordonné la modification du Tarif Harmonisé des États-Unis pour augmenter les droits de douane imposés à la République populaire de Chine en réponse à sa rétorsion.
La disposition de minimis sans droits de douane sur certains articles, telle que décrite dans l'Ordre exécutif 14195, n'est plus disponible.
Le taux de droit ad valorem établi dans la section 2(c)(i) de l'Ordre exécutif 14256 est augmenté de 30 pour cent à 90 pour cent.",Economie
14260,Protecting American Energy From State Overreach,2025-04-08,2025-04-14 00:00:00,90 FR 15513,https://www.federalregister.gov/documents/2025/04/14/2025-06379/protecting-american-energy-from-state-overreach,https://www.govinfo.gov/content/pkg/FR-2025-04-14/pdf/2025-06379.pdf,2025-06379,no,0,no,0,Protéger l'énergie américaine contre les empiétements étatiques,"L'administration s'engage à libérer l'énergie américaine, notamment en supprimant tous les obstacles illégitimes à l'identification, au développement et à l'utilisation des ressources énergétiques domestiques.
Le procureur général, en consultation avec les chefs des départements et agences exécutifs appropriés, identifiera toutes les lois, réglementations et politiques des États et des collectivités locales qui entravent l'utilisation des ressources énergétiques domestiques.
Le procureur général prendra rapidement toutes les mesures appropriées pour arrêter l'application des lois des États et la poursuite des actions civiles qu'il juge illégales.",Energie
14261,Reinvigorating America's Beautiful Clean Coal Industry and Amending Executive Order 14241,2025-04-08,2025-04-14 00:00:00,90 FR 15517,https://www.federalregister.gov/documents/2025/04/14/2025-06380/reinvigorating-americas-beautiful-clean-coal-industry-and-amending-executive-order-14241,https://www.govinfo.gov/content/pkg/FR-2025-04-14/pdf/2025-06380.pdf,2025-06380,no,0,no,0,Revitaliser la magnifique industrie du charbon propre américaine et modifier le décret exécutif 14241,"La politique des États-Unis est que le charbon est essentiel à la sécurité nationale et économique, avec un soutien accru à l'industrie du charbon domestique par la suppression des obstacles réglementaires fédéraux qui entravent la production de charbon.
Le président de la National Energy Dominance Council (NEDC) désignera le charbon comme un ""minéral"", lui conférant ainsi tous les avantages d'un ""minéral"" en vertu de cet ordre.
Le secrétaire du Commerce, en consultation avec d'autres responsables, prendra toutes les mesures nécessaires et appropriées pour promouvoir et identifier les opportunités d'exportation pour le charbon et les technologies du charbon, et faciliter les accords internationaux d'offtake pour le charbon des États-Unis.",Energie
14262,Strengthening the Reliability and Security of the United States Electric Grid,2025-04-08,2025-04-14 00:00:00,90 FR 15521,https://www.federalregister.gov/documents/2025/04/14/2025-06381/strengthening-the-reliability-and-security-of-the-united-states-electric-grid,https://www.govinfo.gov/content/pkg/FR-2025-04-14/pdf/2025-06381.pdf,2025-06381,no,0,no,0,Renforcement de la fiabilité et de la sécurité du réseau électrique des États-Unis,"La politique des États-Unis vise à garantir la fiabilité, la résilience et la sécurité du réseau électrique national, en utilisant toutes les ressources de production d'énergie disponibles.
Le Secrétaire à l'Énergie est chargé d'optimiser et d'accélérer les processus du Département de l'Énergie pour émettre des ordres en vertu de la section 202(c) de la Federal Power Act, afin de prévenir une défaillance totale du réseau électrique.
Le Secrétaire à l'Énergie doit développer une méthodologie uniforme pour analyser les marges de réserve actuelles et anticipées pour toutes les régions du système d'alimentation en vrac, et utiliser cette méthodologie pour identifier les régions avec des marges de réserve inférieures aux seuils acceptables.",Energie
14263,Addressing Risks From Susman Godfrey,2025-04-09,2025-04-15 00:00:00,90 FR 15615,https://www.federalregister.gov/documents/2025/04/15/2025-06458/addressing-risks-from-susman-godfrey,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06458.pdf,2025-06458,no,0,no,0,Concernant les risques liés à Susman Godfrey,"Le cabinet d'avocats Susman Godfrey LLP est accusé d'activités nuisibles aux intérêts américains, notamment de discrimination raciale et d'efforts pour affaiblir l'efficacité de l'armée américaine.
Les autorités compétentes sont chargées de suspendre immédiatement les habilitations de sécurité actives des individus chez Susman, en attendant une révision de leur conformité avec l'intérêt national.
Les agences gouvernementales sont tenues de révéler toute affaire qu'elles mènent avec Susman et de revoir tous les contrats avec Susman ou avec des entités qui font affaire avec Susman.",Sécurité nationale
14264,Maintaining Acceptable Water Pressure in Showerheads,2025-04-09,2025-04-15 00:00:00,90 FR 15619,https://www.federalregister.gov/documents/2025/04/15/2025-06459/maintaining-acceptable-water-pressure-in-showerheads,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06459.pdf,2025-06459,no,0,no,0,Maintien d'une pression d'eau acceptable dans les pommeaux de douche,"Le Président ordonne l'abrogation de la réglementation de 13 000 mots définissant ""pomme de douche"".
Il est demandé au Secrétaire à l'Énergie de publier dans le Federal Register un avis annulant le programme d'économie d'énergie : Définition de ""pomme de douche"".
L'abrogation sera effective 30 jours après la date de publication de l'avis.",Energie
14265,Modernizing Defense Acquisitions and Spurring Innovation in the Defense Industrial Base,2025-04-09,2025-04-15 00:00:00,90 FR 15621,https://www.federalregister.gov/documents/2025/04/15/2025-06461/modernizing-defense-acquisitions-and-spurring-innovation-in-the-defense-industrial-base,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06461.pdf,2025-06461,no,0,no,0,Modernisation des acquisitions de défense et stimulation de l'innovation dans la base industrielle de la défense,"La politique du gouvernement des États-Unis est d'accélérer les achats de défense et de revitaliser la base industrielle de défense pour restaurer la paix par la force.
Le secrétaire à la Défense doit soumettre au président un plan pour réformer les processus d'acquisition du département de la Défense, en utilisant au maximum les autorités existantes pour accélérer les acquisitions.
Le secrétaire à la Défense, en coordination avec les secrétaires de l'Armée, de la Marine et de l'Air Force, doit élaborer et soumettre au président un plan pour réformer, redimensionner et former la main-d'œuvre d'acquisition.",Défense
14266,Modifying Reciprocal Tariff Rates To Reflect Trading Partner Retaliation and Alignment,2025-04-09,2025-04-15 00:00:00,90 FR 15625,https://www.federalregister.gov/documents/2025/04/15/2025-06462/modifying-reciprocal-tariff-rates-to-reflect-trading-partner-retaliation-and-alignment,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06462.pdf,2025-06462,no,0,no,0,Modification des taux tarifaires réciproques pour refléter la rétorsion et l'alignement des partenaires commerciaux,"Le président a décidé de modifier le barème tarifaire harmonisé des États-Unis pour augmenter le taux de droits de douane ad valorem applicable aux importations en provenance de la République populaire de Chine.
En réponse à des mesures de rétorsion de la Chine, le président a jugé nécessaire de prendre des mesures supplémentaires pour augmenter les droits de douane imposés à la Chine.
Le président a décidé de suspendre temporairement, pour une période de 90 jours, l'application des droits de douane ad valorem individuels imposés aux partenaires commerciaux étrangers, à l'exception de la Chine.",Economie
14267,Reducing Anti-Competitive Regulatory Barriers,2025-04-09,2025-04-15 00:00:00,90 FR 15629,https://www.federalregister.gov/documents/2025/04/15/2025-06463/reducing-anti-competitive-regulatory-barriers,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06463.pdf,2025-06463,no,0,no,0,Réduire les barrières réglementaires anti-concurrentielles,"L'ordre exécutif commence le processus d'élimination des réglementations anti-concurrentielles pour revitaliser l'économie américaine.
Les chefs d'agence doivent identifier les réglementations qui créent des monopoles, entravent l'entrée de nouveaux acteurs sur le marché, limitent la concurrence ou imposent des contraintes anti-concurrentielles.
Dans les 70 jours suivant cet ordre, les chefs d'agence doivent fournir une liste de réglementations identifiées comme anti-concurrentielles, avec des recommandations pour leur abrogation ou modification.",Economie
14268,Reforming Foreign Defense Sales To Improve Speed and Accountability,2025-04-09,2025-04-15 00:00:00,90 FR 15631,https://www.federalregister.gov/documents/2025/04/15/2025-06464/reforming-foreign-defense-sales-to-improve-speed-and-accountability,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06464.pdf,2025-06464,no,0,no,0,Réforme des ventes de défense à l'étranger pour améliorer la rapidité et la responsabilité,"L'ordre exécutif vise à améliorer la transparence et la responsabilité dans le système de ventes de défense étrangère pour assurer une livraison fiable des produits américains à des partenaires étrangers.
Il est prévu de réduire les règles et réglementations impliquées dans le développement, l'exécution et le suivi des ventes de défense étrangère pour garantir l'alignement avec les objectifs de la politique étrangère des États-Unis.
L'administration cherche à augmenter la collaboration entre le gouvernement et l'industrie pour réaliser des économies de coûts et de calendrier dans l'exécution du programme de ventes militaires étrangères.",Défense
